MIC,Company,Address,City,State
CVM,COMPOSITECH ENGINEERING INC,176 LAKE DRIVE #3,PALM BEACH SPRG,FL
CVN,COLTON INDUSTRIES,52 ALLARD DRIVE,MANCHESTER,NH
CVO,CAVALIER BOATS INC,1906 OLD DOMINION RD,ALBANY,GA
CVP,VIRGINIA BOATSHOP,P O BOX 277,SEAFORD,VA
CVQ,C V MARINE,RT 1 BOX 147 E,CEDARVILLE,MI
CVR,MARQUIS YACHTS LLC,790 MARKHAM DR,PULASKI,WI
CVS,CARLISLE MARINE CO,RT 2 BOX 330,PENSACOLA,FL
CVT,OCEAN VENTURES INC,1011 ORANGE AVE,CORONADO,CA
CVU,CUSTOM MARINE INC,3132 PRODUCTION DR,FAIRFIELD,OH
CVV,CHARTER MARINE CORP,PO BOX 3096,LYNNWOOD,WA
CVW,CONVERTIBLE CATAMARAN,2680 A LOMBARD ST,SAN FRANCISCO,CA
CVX,CORVETTE CORRAL INC,93-95 FEDERAL AVE,QUINCY,MA
CVY,CUYAHOGA VALLEY CANOE WORKS,3569 WILLIAMSON ROAD,STOW,OH
CVZ,IMPAC CORP,5326 LYNCH ST EXT,JACKSON,MS
CWA,SEA WAVE INC,BOX 821,ADEL,GA
CWB,CLEARWATER SPORT FISHING LLC,450 BROWN AVE,COLUMBUS,GA
CWC,CONVERTIBLE WATERCRAFT LLC,4154 US HIGHWAY 19,NEW PORT RICHEY,FL
CWD,CUSTOM WOODEN BOATS,8601 TEICHMAN RD,GALVESTON,TX
CWE,Creechs Welding LLC,308 Lumber City HWY,Hazlehurst,GA
CWF,CLIMAX WATERCRAFT CORP,901 SOUTH VIA RODEO,PLACENTIA,CA
CWG,CLEARWATER ELECTRIC BOATS INC,17 PALMER LANE,RIVERSIDE,CT
CWH,Clearwater Hydrofoils LLC,68 Clearwater Dr,Westwood,MA
CWI,C-WORTHY MARINE INC,PO BOX 788,WOODINVILLE,WA
CWJ,INTERNATIONAL LEISURE CORP,4100 RAVENSWOOD RD,FT LAUDERDALE,FL
CWK,COMPTON COMMONS CANOE AND WOODWORKING,140 WILLOW AVE,LITTLE COMPTON,RI
CWL,Cypress Welding LLC,227 Marsh Lndg S.,Freeport,FL
CWM,CAROLINA WATERWORKS INC,211 Eagle Rd.,GOOSE CREEK,SC
CWN,CUSTOM WOODEN SAILBOAT WRKSHP,99 RIDGE ROAD,BRANCHVILLE,NJ
CWO,COASTAL BOAT WORKS,340 BRAYTON ROAD,TIVERTON,RI
CWP,C & W PAINTING,5856 GAFFIN RD S,SALEM,OR
CWQ,COPIAGUE WRIGHT MRN BN,1160 MERRICK RD,COPIAGUE,NY
CWR,CAROLINA CRAWDAD,155 WILLIAMSON RD,FLORENCE,SC
CWS,CRAFT BOAT WORKS,521 E BROCK AVE,CRESTVIEW,FL
CWT,CHAUTAUQUA WATER TOYS LLC,365 FLUVANNA AVE,JAMESTOWN,NY
CWU,C & W FBRGLS INC,380 MAIN ST PO BX 78,YALESVILLE,CT
CWV,CASTAWAY BOAT CO,RT 3 ROME AVE,SARASOTA,FL
CWW,CURRENT BOAT WORKS,5220 9TH AVE N,ST PETERSBURG,FL
CWX,STORM BOATS IND. INC.,377 SW 14 AVE,POMPANO,FL
CWY,CUSTOM LINE INC,370 RECKER HWY,AUBURNDALE,FL
CWZ,COTTRELL WELDING AND,RR 2 BOX 143,KEY LARGO,FL
CXA,CAPE CODDER BOAT CO,320 STAGE ISLAND RD,CHATHAM,MA
CXB,CUSTOM YACHT COMPANY,3341 W PEOIRA AV 416,PHOENIX,AZ
CXC,CLASSIC BARNEGAT,PO BOX 721,MAYO,MD
CXD,CONFEDERATE BOATWORKS INC,PO BOX 1029,WALKER,LA
CXE,CHESAPEAKE MARINE IND,RT 4 BOX 606-1,EASTON,MD
CXF,CARIBE BOATS,727 N HIGHLAND DR,HOLLYWOOD,FL
CXG,C & L MARINE CORP(USA),3615 VICTORIA AVE,OXNARD,CA
CXH,KARL BACKHAUS,1433 SE 12TH CT,FT LAUDERDALE,FL
CXI,CARIB-X INC,5477 NW 72ND AVE,MIAMI,FL
CXJ,CAPE FEAR SKIFFS,154 SPRING CREEK LN,WILMINGTON,NC
CXK,COX BOAT WORKS,2365 MEADOWS LANE,MEDFORD,OR
CXL,CRUCIAL INC,142 Enterprise Drive,Gretna,LA
CXM,COMMANDER MARINE INC,2545 JONES CREEK ROAD,WHITE BLUFF,TN
CXN,CRUSADER BOATS INC,3358 TEMPE DR,HUNTINGTON BCH,CA
CXO,SCAN MARINE,1380 S FEDERAL HWY,POMPANO BEACH,FL
CXP,COLONIA MRNE PROD INC,3232 SKOKIE VLY RD,HIGHLAND PK,IL
CXQ,COLUMBIA BOAT WORKS,226 E BRAZOS,W COLUMBIA,TX
CXR,"CRITCHFIELD MARINE, INC",709 TALLEYRAND AVE,JACKSONVILLE,FL
CXS,C & S CUSTOM YACHTS INC,"404 S. RIBERIA ST., SUITE A",ST. AUGUSTINE,FL
CXT,CONDONS BOAT YARD,HCR 81 BOX 24,BELFAST,ME
CXU,CRUSADER TUNNEL BOATS,1106 E WALNUT UNIT 1,SANTA ANA,CA
CXV,OCEAN QUEST MARINE,2087 NW 141 ST,MIAMI,FL
CXW,CUSTOM COMPONENTS/,BOX 107 MALDEN INDUS,MALDEN,MO
CXX,CRYSTAL-X CORP,2ND&PINE ST,DARBY,PA
CXY,CUSTOM COMPOSITE BOATS,2018 BARBE STREET,LAKE CHARLES,LA
CXZ,CUSTOM FIBERGLASS INC,PO BOX 70,MILLS,WY
CYA,CARRY ALL BOATS LLC,62 COUNTY ROAD 328,BONO,AR
CYB,CAYUCO BOATS,17803 PEARLAND SITES RD,PEARLAND,TX
CYC,CANARD YACHTS INC,826 RAYMOND ST,MIAMI BEACH,FL
CYD,"CCYD YACHTS, INC.","1717 N BAYSHORE DR, S 3545",MIAMI,FL
CYE,CAISON YACHTS INC,P O BOX 991,HAMPSTEAD,NC
CYF,CHEYENNE BOATS,3269 E NORTH AVE,FRESNO,CA
CYG,CELEBRITY BOATS INC,PO BOX 394,BENTON,IL
CYH,"Cruising Yachts, INC",1880 Harbor Island,San Diego,CA
CYI,CUSTOM MARINE INTERNATIONAL,222 SEVERN AVENUE,ANNAPOLIS,MD
CYJ,CUSTOM YACHT TENDERS,508 N G ST,LAKE WORTH,FL
CYK,CFG YACHT CO INC,PO BOX 377,CATSKILL,NY
CYL,COLUMBO YACHTS INC,1320 NW 65TH PL,FORT LAUDERDALE,FL
CYM,CYCLONE MARINE INC,952 VAUGHN DR,BURLESON,TX
CYN,CYPRESS MARINE INC,730 CYPRESS RD,SEVERNA PARK,MD
CYO,CYPRESS ROWE OUTFITTERS INC,401 CYPRESS MILL CT,FLORENCE,AL
CYP,CYPRESS DESIGNS,220 MCKENZIE AVE,BELLINGHAM,WA
CYQ,CALIBER YACHT INC,4551 107TH CIRCLE N.,CLEARWATER,FL
CYR,"TREVURT, LLC",135 FREEDOM AVE,POWELLS POINT,NC
CYS,HARDIN MARITIME LLC,2621 S HARBOR LOOP # 5,BELLINGHAM,WA
CYT,COBALT YACHTS,1715 NORTH 8TH STREET,NEODESHA,KS
CYU,Canelli Yachts USA LLC,1835 E. Hallandale Beach Boul,Hallandale Beach,FL
CYV,COLUMBIA YACHT CORP,308 EAST DYER ROAD,SANTA ANA,CA
CYW,CON YOUNGQUIST BT WKS,2476 WESTLAKE N,SEATTLE,WA
CYX,CADRANELL YACHT LNDG,2370 FAIRVIEW AVE E,SEATTLE,WA
CYY,CHITTUM YACHTS LLC,4456 SE TRIBOUT LN,STUART,FL
CYZ,CAVALIER YACHTS,2602 NEWPORT BLVD #1,NEWPORT BCH,CA
CZA,CLASSIC BOATS OF AUSTIN,13816 OLD HIGHWAY 20,MANOR,TX
CZB,CORTEZ BOATS LLC,807 VIA LIDO SOUD,NEWPORT BEACH,CA
CZC,CASEY CRAFT CUSTOM BOATS,5891 EDMONDS CIR,HUNTINGTON BCH,CA
CZD,CURTIS DESIGN INC,13132 70TH LANE N.E.,KIRKLAND,WA
CZE,S E CUSTOM BOATS,801 FIDALGO AVE,ANACORTES,WA
CZF,C & S FIBERGLASS PRODUCTS,644 N BLYTHE ST,GALLATIN,TN
CZG,CLOUD NINE MFG,25662 BROAD AVE,PERRYSBURG HT,OH
CZH,STARD BOAT WORKS,STARD ROAD,SEABROOK,NH
CZI,CONFEDERATE BOATS OF,4427 MERCANTLE AVE,NAPLES,FL
CZJ,CALIF ACTION AQUATICS,PO BOX 488,CORONADO,CA
CZK,CUSTOM CRAFT INC,405 FOURTH ST,CLOQUET,MN
CZL,CANOES BY WHITESELL LTD,2362 DRESDEN DR NE,ATLANTA,GA
CZM,CAMALA MARINE SERVICES,PO BOX 19409,AUSTIN,TX
CZN,SAMANTHA MARINE,6050 LAPARADA ST,LOS ANGELES,CA
CZO,CUSTOM PRODUCTS,RT 2 BOX 53-1,FT VALLEY,GA
CZP,CUSTOM FLAGSHIPS INC,16 10TH AVE-BOX 964,PAGE,AZ
CZQ,CLASSIC BOAT WORKS,1770 COBB PKWY SE,MARIETTA,GA
CZR,CROZIER CRAFT INC,51 MCBLAIR LN,PORT ANGELES,WA
CZS,CUSTOM MARINE SERVICES,9162 131ST PL N,LARGO,FL
CZT,CATS ENTERPRISE,"118 BLUE BIRD LN, PO BOX 2414",HOT SPRINGS,AR
CZU,CORONET BOATS INTL(US),201 N LAMAR BLVD,OXFORD,MS
CZV,CLASSIC WATERCRAFT,PO BOX 667,SEABROOK,TX
CZW,METALITE INDUSTRIES,1805 WEST 4TH AVENUE,SPOKANE,WA
CZX,CADDIS CANOE,BOX 245A,BROOKSVILLE,ME
CZY,HILLDALE ENTERPRISES,PO BOX 3258,ANNAPOLIS,MD
CZZ,CHARLIE B'S BOAT SHOP,RT 6 BOX 474,BEAUMONT,TX
D11,ELEVENTH COAST GUARD DISTRICT,"501 WEST OCEAN, SUITE 7170",LONG BEACH,CA
DAA,BAUTECK MARINE CORP,2060 DOBBS RD,ST AUGUSTINE,FL
DAB,DAVID A BUTLER LLC,1633 WHITNEY ISLES DR,WINDERMERE,FL
DAC,R G B BOATS LLC,115 AIRPORT ROAD,MALVERN,AR
DAD,CARTER CRAFT BOATS,203 N CHEROKEE,DALEVILLE,AL
DAE,DOUBLE BARREL MARINE LLC,117 SOUTH BRUNEAU HIGHWAY,MARSING,ID
DAF,DOUBLE A FIBERGLASS LLC,383 SE 39TH AVE,CROSS CITY,FL
DAG,DAYS MARINE,116 MARTIN LUTHER KING DR,THOMASVILLE,GA
DAH,D&H MARINE,1251 W CENTURY BLVD,LOS ANGELES,CA
DAI,DAVIDSON MARINE INC,PO BOX 40,PORT HAYWOOD,VA
DAJ,SEA DART BOATS INC,4150 47TH ST,SARASOTA,FL
DAK,DANSKIN BOATS,HCR 32 BOX 242,OWLS HEAD,ME
DAL,TOPEKA ALUMINUM,7655 S 200 W,TOPEKA,IN
DAM,DAMIAN MCLAUGHLIN JR. CORP,PO BOX 538,N FALMOUTH,MA
DAN,DANA YACHT COMPANY (DBA),927 N NORTHLAKE WY STE 100,SEATTLE,WA
DAO,DENNIS ALL OUT PERFORMANCE CORP,11788 66th Street N,Largo,FL
DAP,COASTAL YACHTS INC,89 OLDHAM ST,PEMBROKE,MA
DAQ,WATERMARK SPORTS INC,PO BOX 1500,HARRIMAN,TN
DAR,DARLING BOAT(DBA),2004 UTICA PIKE,JEFFERSONVILLE,IN
DAS,DELASHMUT'S SCULL BOATS,RT 1 BOX 78D,RICHLAND,OR
DAT,DONVILLE APPLIED RES TECH INC,706 WEST OCEAN FRONT,NEWPORT BEACH,CA
DAU,DAVRO LABS,34B ELM ST,WESTERLY,RI
DAV,Elijah Walker Davis,180 High St Apt 24,Portland,ME
DAW,J & J INDUSTRIES INC,PO BOX 368,BRIELLE,NJ
DAX,ORANGE TORPEDO TRIPS,777 DEBRICK WAY,GRANTS PASS,OR
DAY,DAYTONA MARINA & BOATWORKS,645 S BEACH ST,DAYTONA BEACH,FL
DAZ,DODSON BOAT SALES CO,BOX 272,STONINGTON,CT
DBA,DIAMOND BACK,7554 CALGARY DR,SHREVEPORT,LA
DBB,DOUGLAS BROOKS BOATBUILDER,84 S MAPLE ST,VERGENNES,VT
DBC,DIRTY BIRD CUSTOM BOATS LLC,8453 INGLETON ROAD,EASTON,MD
DBD,DANS BOATBUILDING,700 SW Pine Ave,Stuart,FL
DBE,DELTA BOAT WORKS,774 MULLET RD,PORT CANAVERAL,FL
DBF,DAVIS BOATWORKS INC,PO BOX 780,WANCHESE,NC
DBG,DREAM BIG COMPANY LLC,5133 GLEN EDEN DR,FORT WORTH,TX
DBH,DORY BOAT CO,5240 13TH AVE N,ST PETERSBURG,FL
DBI,DRAGONFLY BOATWORKS LLC,3435 AVIATION BLVD,VERO BEACH,FL
DBJ,CANAVERAL CUSTOM BOATS,774 MULLET RD,CAPE CANAVERAL,FL
DBK,DRAKE BOATWORKS,1173 CAMELLIA DR,MOUNT PLEASANT,SC
DBL,DAVIS BOAT WORKS,P 0 BOX 780 ONE HARBOR ROAD,WANCHESE,NC
DBM,DIXIE BOAT MARINE,3048 STATE HWY 359,LAREDO,TX
DBN,DAVIS BOAT CO,142 CHARLES ST,EDGEWATER,FL
DBO,DUCK BOSS BOATS LLC,2909 33RD ST NE,CANTON,OH
DBP,CASCADE BOAT,BOX 133,ROLLINGBAY,WA
DBQ,DUFFIE BOATWORKS LLC,10413 Golf Course Rd.,OCEAN CITY,MD
DBR,DBR BOATS,7045 SEAWIND DR,LONG BEACH,CA
DBS,FLOW CHAMBER MARINE (INC),PO BOX 2150,CHIEFLAND,FL
DBT,DIABLO BOATS TEXAS,1748 EL MAR LN,SEABROOK,TX
DBU,DRAG BOATS UNLIMITED LLC,105 CALIFORNIA AVE,PARKER,AZ
DBV,DAVID'S BOAT SHOP,PO BOX 494,BREWERTON,NY
DBW,DARGEL BOAT WORKS,4110 N FM 493,DONNA,TX
DBX,DANIELS BOATWORKS INC,PO Box 459,WANCHESE,NC
DBY,DERBY YACHTS (DBA),100 WEIST PLACE,LOUISVILLE,KY
DBZ,COVE YACHT MANF CO,9735 W HILLSBORO AVE,TAMPA,FL
DCA,DURACRAFT MARINE LLC,8000 WILSON BLVD,COLUMBIA,SC
DCB,CHAPIN CUSTOM BOATS (DBA),334 ROUTE 6A,EAST SANDWICH,MA
DCC,DAVIS CUSTOM CARPENTRY INC,927 SUSQUEHANNA RD,MADISON,MD
DCD,DESIGNER CRAFT BOAT CO,512 RICHARDSON ROAD,TAZEWELL,TN
DCE,DCB PERFORMANCE MARINE LLC,1035 E RIVERVIEW DR,PHOENIX,AZ
DCF,DONELSON CUSTOM FABRICATION,1127 FLOYD HUDGENS RD,ASHLAND CITY,TN
DCG,DECK CRAFT INC,530 RIDGE VALLEY ROAD,SELLERSVILE,PA
DCH,SOUTHBAY DUCK BOATS,132 JOHNSON AVE,SAYVILLE,NY
DCI,DRY CREEK INDUSTRIES,P0 BOX 673,MOSIER,OR
DCJ,DOYLE CRAFT,5959 SAIRINGTON RD,DECATUR,GA
DCK,DOCKTEK MARINE,14025 SW 143 CT BAY 28,MIAMI,FL
DCL,DELTA CLIPPER INC,5270 MURFREESBORO RD,LAVERGNE,TN
DCM,DEVIL'S CLUB MARINE LLC,4284 NORTH FORK RYE CR RD,DARBY,MT
DCN,DELTA COUNTRY BOATS,PO BOX 246,WALNUT GROVE,CA
DCO,DACO COMPOSITE MFG INC,PO BOX 487,BANDON,OR
DCP,DAVARD CORP,2790-9 SHERWIN AVE,VENTURA,CA
DCQ,DANIEL H CALDWELL,RT 10 BOX 216,MARYVILLE,TN
DCR,CHESAPEAKE CV MRNA INC,BOX 92,DELTAVILLE,VA
DCS,DEEP COVE MARINE SERVICES,PO BOX 214,EASTPORT,ME
DCT,DIAMOND CITY BOATWORKS,101 RIVERSIDE DRIVE,BEAUFORT,NC
DCU,DOWN ISLAND TRADING CO,PO BOX 34,DEER HARBOR,WA
DCV,DAVENPORT MARINE CO,PO BOX 24894,SAN JOSE,CA
DCW,DURRA CRAFT,6429 100TH ST NE,MARYSVILLE,WA
DCX,ISLAND DORY CO,223 BOYCE RD,FRIDAY HARBOR,WA
DCY,INFIELD CREATIONS INC,PO BOX 1166,LAJUNTA,CO
DCZ,WASHINGTON D.C.,MIC FOR STATE ISSUED HINS,-,DC
DDA,DIXIE DIAMOND BOAT CO INC,2844 HOLIDAY LN,SHREVEPORT,LA
DDB,D & D BOAT MFG,391 MIDDLE RD,CONWAY,AR
DDC,DIRTY DAVES MARINE,14881 TEMESCAL CANYON ROAD,LAKE ELSINORE,CA
DDD,DRY DIVER INTERNATIONAL,725 NORTH A1A SUITE C-117,JUPITER,FL
DDE,DANA DECKER BOATWORKS INC,445 TABOR DR EAST,JACKSONVILLE,FL
DDF,D&D METAL FABRICATION,RT 1 BOX 533,DOVER,FL
DDG,DBD GUAM (DBA),PO BOX 25218,BARRIGADA,GU
DDH,DEAN HILDEBRAND CO,POB 7245,SACRAMENTO,CA
DDI,DOUBLE DINGHY INC,236 MANTOLOKING RD,BRICK TOWNSHIP,NJ
DDJ,BRADFORD GROUP,841 NW 57TH PL,FT LAUDERDALE,FL
DDK,Portable Structures LLC,212 Kendall Stattion Road,Norwich,VT
DDL,Cudacraft Boatworks,4730 SE Glen Ridge Trail,Stuart,FL
DDM,DICKS DISCOUNT & MARINE,BOX 608 (US RTE. 1),GOULDSBORO,ME
DDN,DALE DENNING INC,MORRIS ST,OXFORD,MD
DDO,DIVER DORYS,1734 MARTHA LN,SANTA ANA,CA
DDP,D & D PERFORMANCE MARINE LLC,1292 COUNTY ROAD 1344,CHICKASHA,OK
DDQ,D&D MARINE MFG CO,8001 KEMPWOOD,HOUSTON,TX
DDR,D&R DISTRIBUTORS,13920 SW BUTNER,BEAVERTON,OR
DDS,DINGY DORY CO,2541 STATE ST,CARLSBAD,CA
DDT,DIAMOND CRAFT BOAT CO,3203 ARENDELL ST,MOREHEAD CITY,NC
DDU,DEADDUX LLC,5231 GENTLE BREEZE DR,TALLAHASSEE,FL
DDV,CYPRESS COVE BOAT WKS,POBOX 540,LAKE PARK,GA
DDW,DUXBURY DORY WORKS,14 GURNET RD,GREEN HARBOR,MA
DDX,CONCEPTS BOATS INC,2410 NW 147 ST,OPA LOCKA,FL
DDY,DINGHYLAND,1421 E. PAMONA STREET,SANTA ANA,CA
DDZ,SURFACE SYSTEMS INC,1409 BATES ST,BRANDON,FL
DEA,DE ANTONIO YACHTS US LLC,2400 COLLINS RD,MIAMI BEACH,FL
DEB,DOWNEAST BOATS & COMPOSITES,P. O. BOX 9,PENOBSCOT,ME
DEC,DECFINN JET BOATS,41 Brown Street,Yardley,PA
DED,DERRICK CONSTRUCTION CO INC,P O BOX 1046,ROCKPORT,TX
DEE,PEE DEE BOATS,RT 3 BOX 208,HEMINGWAY,SC
DEF,DEFENSE MARINE LLC,512 SE 32ND CT,FORT LAUDERDALE,FL
DEG,"DEGLER MARINE, LLC",2208 SE 1st Terr,Cape Coral,FL
DEH,DEHLER NORTH AMERICA,3214 S MORGAN ST,CHICAGO,IL
DEI,"DEFENDER INDUSTRIES, INC.",42 GREAT NECK RD,WATERFORD,CT
DEJ,DESIGN ENGINEERING RES,2718 SW KELLY 181C,PORTLAND,OR
DEK,DICKSONS FBRG FABRICATION,16281 MAYFAIR DR E,LAXAHATCHEE,FL
DEL,DELTA MARINE INC,RR 1,SHARPSVILLE,IN
DEM,STARCRAFT MARINE,"PO BOX 517, 201 STARCRAFT",TOPEKA,IN
DEN,DENALI POWERBOATS INC,1631 SOUTH DIXIE HWY STE D-1,POMPANO BEACH,FL
DEO,CALIFORNIA SUN,68 COURT ST,WESTFIELD,MA
DEP,MAXIMO POWERBOATS,2643 KEY LARGO LN,FORT LAUDERDALE,FL
DEQ,ALMARC,RT 6 BOX 179-D,DOTHAN,AL
DER,D & N ENTERPRISES,4906 E. BUSINESS HYWY 98 LOT4,PANAMA CITY,FL
DES,DESOTO MFG & SUPPLY CO,PO BOX 2261 784 MISSISSIPPI,MEMPHIS,TN
DET,"AJ's Fabrication, LLC",5754 SR 542 West Suite 2,Winter Haven,FL
DEU,BAYSIDE BOATS INC,RT 2 BOX 715,BAY ST LOUIS,MS
DEV,DEAVER CUSTOM BOATS,8520 KEWEN,SUN VALLEY,CA
DEW,DEWEY ELECTRIC INC,HWY 18 E,VENTURA,IA
DEX,DEXTRON FIBERGLASS,9300 Highway 28 W,ALEXANDRIA,LA
DEY,NAUTICAL VENTURES GROUP INC.,1400 S. FEDERAL HWY,FORT LAUDERDALE,FL
DEZ,D C F ENTERPRISES,5902 QUION RD,INDIANAPOLIS,IN
DFA,Diversified Fabrication & Accessories LLC,900 Production Dr.,Sebring,FL
DFB,"DEFIANCE BOATS, LLC",7510 BREE DR,BREMERTON,WA
DFC,DACUS MANUFACTURING INC,PO BOX 438,JACKSONVILLE,TX
DFD,DEVILFISH BOATS MARINE LLC,"3225 PLACIDA RD #5,6, & 7",ENGLEWOOD,FL
DFE,DAN LYN FIBERFORMS,1208 GEORGIA ST #3,DEL RAY BEACH,FL
DFF,DUFFY ELECTRIC BOAT CO,17260 MUSKRAT AVE,ADELANTO,CA
DFG,DAVID FOSTER BOATS,SR 2 BOX 61A,ARROWSIC,ME
DFH,D F HARRIS & SONS INC,10 INN ST,NEWBURYPORT,MA
DFI,PORT CITY FIBERG & PLS,RT 2 BX 418 HERMITAG,CASTLE HAYNE,NC
DFJ,DAYTONA FBGLS POOLS,122 SAWTOOTH LN,ORMOND BEACH,FL
DFK,DRY FORK FABRICATION LLC,920 Rogers Ave,Cabool,MO
DFL,DOLPHIN BOATS INC,24601 PACKING HOUSE RD,PRINCETON,FL
DFM,DFR MANUFACTURING,PO BOX 577,WEST JORDAN,UT
DFN,OLYMPIC YACHTS LTD,2615 MARCEL ST,MONTREAL 382,QC
DFO,DRIFT-RITE BOAT,201 NE 88TH AVE,VANCOUVER,WA
DFP,DISTRIBUTION FRENCH PRODUCTS,11221 BROAD GREEN DR,POTOMAC,MD
DFQ,CAN-AM FABRICATION,4803 56TH PL NE,MARYSVILLE,WA
DFR,DEFIRS MARINE,32705 NE CHAIMBERLAIN RD,CORBETT,OR
DFS,STANDARD FBGLS INC,3981 68TH AVE N,PINELLAS PARK,FL
DFT,DISTRICT FLOATS LLC,800 MAINE AVE SW SUITE 200,WASHINGTON,DC
DFU,DOLPHIN BOAT SALES,135 3RD ST,SAN RAFAEL,CA
DFV,BLAZER MANUFACTURING,211 E MAGNOLIA ST,LEESBURG,FL
DFW,DART-FORTH MARINE LTD,226 CEDARHURST LN,MILFORD,CT
DFX,DEATON'S FBGLS SHOP,RT 2 BOX 567,SPARTANSBURG,SC
DFY,DONALDS FABRICATION & MACHINE,PO BOX 171,VIOLET,LA
DFZ,DEERFOOT YACHT SALES,120 Commercial St,Boothbay Harbor,ME
DGA,ARROW BOAT DIV,360 RIVERDALE LN,NORTHBROOK,IL
DGB,STEPHEN ROCK YACHT BROKER,"2726 SHELTER ISLAND DR, STE 5",SAN DIEGO,CA
DGC,COASTAL YACHTS INC,PO BOX 388,BLAIR,NE
DGD,DIGITRADE INC,40559 ENCYCLOPEDIA C,FREMONT,CA
DGE,DIAMOND G ENTERPRISES,306A N MAIN ST,NEWBERG,OR
DGF,CORAL SEES,173 IVY HILL DR,W LAFAYETTE,IN
DGG,DERECKTOR-GOETZ YACHTS,15 BROAD COMMON ROAD,BRISTOL,RI
DGH,SPEED SAILING SPEC INC,1940 LAYAFETE UNIT H,SANTA CLARA,CA
DGI,"DGI, LLC",1926 Sage Drive,Golden,CO
DGJ,SAVILL BOATS,6107 MARLATT ST,MIRA LOMA,CA
DGK,CLASSIC BOAT CO,4016 EVANS DR,RALEIGH,NC
DGL,DAIGLE CRAFTS,RT 2 BOX 380,PIERRE PART,LA
DGM,DR. GLASS MARINE,PO BOX 951,OAK BLUFFS,MA
DGN,DRAGON TECH LLC,11635 111th Ave NE,Kirkland,WA
DGO,AGAPE BOATS,PO BOX 982,SAN MATEO,FL
DGP,DYNA-GLASSTICS PLASTIC,PO BOX 1161,COMMERCE CITY,CO
DGQ,BARKER MANUFACTURING,RT 1 BOX 413,MAGNOLIA,AR
DGR,COASTAL TUG & TOWING,23665 GRANT RD,SOUTH BEND,IN
DGS,DGS DEFENSE CORPORATION,"7429 RIVIERA BLVD, #15",MIRAMAR,FL
DGT,DONALD G TRIPP,2828 RIVERSIDE AVE,SOMERSET,MA
DGU,DOUBLE EAGLE BOAT MFG,RT 1 BOX 735,VENUS,TX
DGV,DABBLER CO,1482 BECKER LN,SAN ANGELO,TX
DGW,CANYON INDUSTRIES,5500 BLUE HERON LAKE,DEMING,WA
DGX,CLEARWATER RIVER BOATS,0122 25TH STREET,LEWISTON,ID
DGY,BUFFALO MINI BOATS INC,310 DELAWARE AVE,BUFFALO,NY
DGZ,DAGMAR INC,POB 985,DELTAVILLE,VA
DHA,SOUTHERN FABRICATORS,PO BOX 797,LAKE ARTHUR,LA
DHB,DARK HARBOR BOAT YARD,P. O. BOX 25,LINCOLNVILLE,ME
DHC,D H COURTRIGHT,PO BOX 72,HAMLIN,PA
DHD,KEN-DE INDUSTRIES LLC,PO BOX 28,KALEVA,MI
DHE,DEFEVER YACHTS NW INC,2817 CEDAR AVE S,RENTON,WA
DHF,D&H FIBERGLASS,OLD KONA AIRPORT,KAILUA KONA,HI
DHG,DENNIS H GERBER,15870 ROSE AVE,LOS GATOS,CA
DHH,CODOS MARINE,1910 YARDLEY COMMONS,YARDLEY,PA
DHI,D&H FIBERGLASS,PO BOX 381,TOMAHAWK,WI
DHJ,RCM MARKETING,PO BOX 166,WATERTOWN,SD
DHK,SEALCRAFT,1818 PINE STREET,STILLWATER,MN
DHL,DOHLE-MADLEM ALUM BOAT,3526 SE WAKE,MILWAUKIE,OR
DHM,D & H BOAT MANUF CO,SR BOX 109,MOSES LAKE,WA
DHN,FIBERCRAFTERS OF EDNBG,1311 S CLOSNER,EDINBURG,TX
DHO,CASTLE BOATS MFG,4748 N OLCOTT,HARWOOD HEIGHTS,IL
DHP,BLEVINS CO,178 BOOTHBAY RD,EDGECOMB,ME
DHQ,ASHTON MINI-CRUISERS,609 N 23RD ST,COPPERAS COVE,TX
DHR,DRIFTWOOD HARBOR INC,139TH ST & DOLPHIN,MARATHON,FL
DHS,DUTCH HARBOR SHIPYARD,252 NARRAGANSETT AVE,JAMESTOWN,RI
DHT,CLEMAR MFG INC,1021 RIVERSIDE DR,MT VERNON,WA
DHU,D&H MARKETING SVCS INC,BOX 349 792 MERCER,BUTLER,PA
DHV,INDIAN RIVER MARINE INC,1801 N US 1 (NORTH UNIT),FT PIERCE,FL
DHW,DON HILL RIVER BOATS,6690 MAIN ST,SPRINGFIELD,OR
DHX,CHARACTER YACHTS INC,1140 GANDY CREST DR NE,ST PETERSBURG,FL
DHY,DOUGLAS HAMLIN YCHT SR,2303 HARBOR BLVD C-12,COSTA MESA,CA
DHZ,BEW BOAT CO,878 45TH AVE N,ST PETERSBURG,FL
DIA,DIAMOND BACK BOATS,25651 JEANS RD,VENETA,OR
DIB,DEMAREE INFLATABLE BOATS,410 OAK STREET BOX 307,FRIENDSVILLE,MD
DIC,DEEP IMPACT CUSTOM BOATS,14565 NW 26TH AVE,OPA LOCKA,FL
DID,TILTON BOATS INC,1421 NE ELIZABETH AVE,JENSEN BEACH,FL
DIE,DI-NAM-IK ENGINEERING,1391 W 7TH AVE,APACHE JUNCTION,AZ
DIF,DIAMOND FABRICATION,1337 BRIDGE STREET STE B,CLARKSTON,WA
DIG,DIRIGO BOAT WORKS LTD,PO BOX 9432,WICHITA,KS
